text,score
"[Q] מהי חשיבותם של מדידות גובה? [T] מדידות גובה חשובות להבנת מבנה השטח, תכנון בנייה, חיזוי זרימת מים וניהול תשתיות. [S] זה עוזר לדעת את הגובה של מקומות שונים.",0.8
"[Q] מהי חשיבותם של מדידות גובה? [T] מדידות גובה חשובות להבנת מבנה השטח, תכנון בנייה, חיזוי זרימת מים וניהול תשתיות. [S] הן משמשות רק למדידת גובה של הרים.",0.45
"[Q] מהי חשיבותם של מדידות גובה? [T] מדידות גובה חשובות להבנת מבנה השטח, תכנון בנייה, חיזוי זרימת מים וניהול תשתיות. [S] הן קשורות בעיקר לחיזוי מזג אוויר.",0.25
"[Q] מהי חשיבותם של מדידות גובה? [T] מדידות גובה חשובות להבנת מבנה השטח, תכנון בנייה, חיזוי זרימת מים וניהול תשתיות. [S] הן מודדות את הטמפרטורה של הקרקע.",0.0
"[Q] מהי חשיבותם של מדידות גובה? [T] מדידות גובה חשובות להבנת מבנה השטח, תכנון בנייה, חיזוי זרימת מים וניהול תשתיות. [S] הן קובעות כמה גשם ירד בשנה.",0.0
"[Q] מהי חשיבותם של מדידות גובה? [T] מדידות גובה חשובות להבנת מבנה השטח, תכנון בנייה, חיזוי זרימת מים וניהול תשתיות. [S] אין להן שימוש ממשי בתכנון שטחים.",0.0
"[Q] מהי חשיבותם של מדידות גובה? [T] מדידות גובה חשובות להבנת מבנה השטח, תכנון בנייה, חיזוי זרימת מים וניהול תשתיות. [S] הן עוזרות להבין את הטופוגרפיה ולתכנן תשתיות בצורה טובה יותר.",0.98
"[Q] מהי חשיבותם של מדידות גובה? [T] מדידות גובה חשובות להבנת מבנה השטח, תכנון בנייה, חיזוי זרימת מים וניהול תשתיות. [S] הבדלי גובה משפיעים על בנייה ולכן חשוב למדוד אותם.",0.92
"[Q] מהי חשיבותם של מדידות גובה? [T] מדידות גובה חשובות להבנת מבנה השטח, תכנון בנייה, חיזוי זרימת מים וניהול תשתיות. [S] הן מסייעות להבין לאן מים עשויים לזרום.",0.9
"[Q] מהי חשיבותם של מדידות גובה? [T] מדידות גובה חשובות להבנת מבנה השטח, תכנון בנייה, חיזוי זרימת מים וניהול תשתיות. [S] מדידות גובה משמשות להבנת השטח ולבניית כבישים ומבנים.",0.97
"[Q] מהי חשיבותם של מדידות גובה? [T] מדידות גובה חשובות להבנת מבנה השטח, תכנון בנייה, חיזוי זרימת מים וניהול תשתיות. [S] הן מאפשרות לבדוק עומק של אוקיינוסים בלבד.",0.1
"[Q] מהי חשיבותם של מדידות גובה? [T] מדידות גובה חשובות להבנת מבנה השטח, תכנון בנייה, חיזוי זרימת מים וניהול תשתיות. [S] הן משמשות למדידת מהירות רוח.",0.0
"[Q] מהי חשיבותם של מדידות גובה? [T] מדידות גובה חשובות להבנת מבנה השטח, תכנון בנייה, חיזוי זרימת מים וניהול תשתיות. [S] מדידות גובה מספקות מידע חיוני על מבנה הקרקע, מסייעות בתכנון פרויקטים הנדסיים ובהבנת תנועת מים בסביבה.",1.0
"[Q] איך נוצרת סערה [T] סערה נוצרת משילוב של לחות, חום ותנועת אוויר המייצרת רוחות חזקות וגשמים [S] כאשר יש הרבה רוח וגשם",0.95
"[Q] איך נוצרת סערה [T] סערה נוצרת משילוב של לחות, חום ותנועת אוויר המייצרת רוחות חזקות וגשמים [S] העננים מתמזגים ויוצרים גשם חזק",0.9
"[Q] איך נוצרת סערה [T] סערה נוצרת משילוב של לחות, חום ותנועת אוויר המייצרת רוחות חזקות וגשמים [S] היא נוצרת ממזג אוויר משתנה",0.85
"[Q] איך נוצרת סערה [T] סערה נוצרת משילוב של לחות, חום ותנועת אוויר המייצרת רוחות חזקות וגשמים [S] תנאי מזג אוויר קיצוניים",0.8
"[Q] איך נוצרת סערה [T] סערה נוצרת משילוב של לחות, חום ותנועת אוויר המייצרת רוחות חזקות וגשמים [S] רוחות חזקות וגשם",0.9
"[Q] איך נוצרת סערה [T] סערה נוצרת משילוב של לחות, חום ותנועת אוויר המייצרת רוחות חזקות וגשמים [S] תערובת של חום ולחות",0.9
"[Q] איך נוצרת סערה [T] סערה נוצרת משילוב של לחות, חום ותנועת אוויר המייצרת רוחות חזקות וגשמים [S] כאשר אוויר חם פוגש אוויר קר",0.95
"[Q] איך נוצרת סערה [T] סערה נוצרת משילוב של לחות, חום ותנועת אוויר המייצרת רוחות חזקות וגשמים [S] עננים כבדים וגשם חזק",0.85
"[Q] איך נוצרת סערה [T] סערה נוצרת משילוב של לחות, חום ותנועת אוויר המייצרת רוחות חזקות וגשמים [S] כאשר מזג האוויר משתנה מהר",0.8
"[Q] איך נוצרת סערה [T] סערה נוצרת משילוב של לחות, חום ותנועת אוויר המייצרת רוחות חזקות וגשמים [S] רוחות סוערות מעל הים",0.85
"[Q] איך נוצרת סערה [T] סערה נוצרת משילוב של לחות, חום ותנועת אוויר המייצרת רוחות חזקות וגשמים [S] תהליך של גשם ורוחות",0.9
"[Q] איך נוצרת סערה [T] סערה נוצרת משילוב של לחות, חום ותנועת אוויר המייצרת רוחות חזקות וגשמים [S] כאשר אוויר חם מתמזג עם קר",0.9
"[Q] איך נוצרת סערה [T] סערה נוצרת משילוב של לחות, חום ותנועת אוויר המייצרת רוחות חזקות וגשמים [S] גשם ורוח חזקה",0.95
"[Q] איך נוצרת סערה [T] סערה נוצרת משילוב של לחות, חום ותנועת אוויר המייצרת רוחות חזקות וגשמים [S] חום ולחות יוצרים סערה",0.9
"[Q] איך נוצרת סערה [T] סערה נוצרת משילוב של לחות, חום ותנועת אוויר המייצרת רוחות חזקות וגשמים [S] עננים גדולים מתפוצצים בגשם",0.8
"[Q] איך נוצרת סערה [T] סערה נוצרת משילוב של לחות, חום ותנועת אוויר המייצרת רוחות חזקות וגשמים [S] חום ולחות גורמים לרוחות",0.85
"[Q] איך נוצרת סערה [T] סערה נוצרת משילוב של לחות, חום ותנועת אוויר המייצרת רוחות חזקות וגשמים [S] מזג אוויר לא יציב",0.75
"[Q] איך נוצרת סערה [T] סערה נוצרת משילוב של לחות, חום ותנועת אוויר המייצרת רוחות חזקות וגשמים [S] כאשר הטמפרטורות משתנות במהירות",0.8
"[Q] איך נוצרת סערה [T] סערה נוצרת משילוב של לחות, חום ותנועת אוויר המייצרת רוחות חזקות וגשמים [S] גשם ורוחות נוצרות משילוב חום ולחות",0.9
"[Q] איך נוצרת סערה [T] סערה נוצרת משילוב של לחות, חום ותנועת אוויר המייצרת רוחות חזקות וגשמים [S] עננים כבדים מעל האדמה",0.85
"[Q] מהם הגורמים להיווצרות איים? [T] איים נוצרים מפעילות געשית, שקיעת סלעים, עליית פני הים או הפרדות יבשה כתוצאה מתנועת לוחות. [S] איים נוצרים בגלל התפרצויות געשיות ושקיעת קרקע, וגם כאשר הים עולה ומכסה חלק מהיבשה.",1.0
"[Q] מהם הגורמים להיווצרות איים? [T] איים נוצרים מפעילות געשית, שקיעת סלעים, עליית פני הים או הפרדות יבשה כתוצאה מתנועת לוחות. [S] איים יכולים להיווצר כתוצאה מלבה שנשפכה, או סחף שנצבר במים.",0.95
"[Q] מהם הגורמים להיווצרות איים? [T] איים נוצרים מפעילות געשית, שקיעת סלעים, עליית פני הים או הפרדות יבשה כתוצאה מתנועת לוחות. [S] כאשר סלעים ושכבות קרקע נחשפים למים, הם יוצרים איים.",0.9
"[Q] מהם הגורמים להיווצרות איים? [T] איים נוצרים מפעילות געשית, שקיעת סלעים, עליית פני הים או הפרדות יבשה כתוצאה מתנועת לוחות. [S] תנועת לוחות טקטוניים יכולה להפריד חלקי יבשה ולהפוך אותם לאיים.",0.9
"[Q] מהם הגורמים להיווצרות איים? [T] איים נוצרים מפעילות געשית, שקיעת סלעים, עליית פני הים או הפרדות יבשה כתוצאה מתנועת לוחות. [S] איים נוצרים גם כאשר הרי געש בים מתפרצים ויוצרים אדמה חדשה.",0.95
"[Q] מהם הגורמים להיווצרות איים? [T] איים נוצרים מפעילות געשית, שקיעת סלעים, עליית פני הים או הפרדות יבשה כתוצאה מתנועת לוחות. [S] הים יכול לשטוף חלקי יבשה ולהותיר איים.",0.85
"[Q] מהם הגורמים להיווצרות איים? [T] איים נוצרים מפעילות געשית, שקיעת סלעים, עליית פני הים או הפרדות יבשה כתוצאה מתנועת לוחות. [S] איים נוצרים בעיקר מהתפרצויות געשיות.",0.8
"[Q] מהם הגורמים להיווצרות איים? [T] איים נוצרים מפעילות געשית, שקיעת סלעים, עליית פני הים או הפרדות יבשה כתוצאה מתנועת לוחות. [S] חלקם נוצרו משקיעת סחף בלבד.",0.75
"[Q] מהם הגורמים להיווצרות איים? [T] איים נוצרים מפעילות געשית, שקיעת סלעים, עליית פני הים או הפרדות יבשה כתוצאה מתנועת לוחות. [S] כאשר הים עולה הוא יוצר איים במקומות גבוהים.",0.7
"[Q] מהם הגורמים להיווצרות איים? [T] איים נוצרים מפעילות געשית, שקיעת סלעים, עליית פני הים או הפרדות יבשה כתוצאה מתנועת לוחות. [S] איים נוצרים רק מהתפרצות געשית ולא מסחף או תנועת לוחות.",0.5
"[Q] מהם הגורמים להיווצרות איים? [T] איים נוצרים מפעילות געשית, שקיעת סלעים, עליית פני הים או הפרדות יבשה כתוצאה מתנועת לוחות. [S] איים נוצרים רק כתוצאה מעליית פני הים.",0.4
"[Q] מהם הגורמים להיווצרות איים? [T] איים נוצרים מפעילות געשית, שקיעת סלעים, עליית פני הים או הפרדות יבשה כתוצאה מתנועת לוחות. [S] איים נוצרים כתוצאה מסחף בלבד.",0.3
"[Q] מהם הגורמים להיווצרות איים? [T] איים נוצרים מפעילות געשית, שקיעת סלעים, עליית פני הים או הפרדות יבשה כתוצאה מתנועת לוחות. [S] אין קשר בין תנועת לוחות להיווצרות איים.",0.0
"[Q] מהם הגורמים להיווצרות איים? [T] איים נוצרים מפעילות געשית, שקיעת סלעים, עליית פני הים או הפרדות יבשה כתוצאה מתנועת לוחות. [S] איים נוצרים רק מפעילות אנושית.",0.0
"[Q] מהם הגורמים להיווצרות איים? [T] איים נוצרים מפעילות געשית, שקיעת סלעים, עליית פני הים או הפרדות יבשה כתוצאה מתנועת לוחות. [S] איים נוצרים כאשר יש מים בלבד.",0.0
"[Q] מהם הגורמים להיווצרות איים? [T] איים נוצרים מפעילות געשית, שקיעת סלעים, עליית פני הים או הפרדות יבשה כתוצאה מתנועת לוחות. [S] התפרצויות געשיות ושקיעה של קרקע במקומות מסוימים יוצרים איים.",0.95
"[Q] מהם הגורמים להיווצרות איים? [T] איים נוצרים מפעילות געשית, שקיעת סלעים, עליית פני הים או הפרדות יבשה כתוצאה מתנועת לוחות. [S] כאשר קרקע מפרידה בין מקומות גבוהים במים, נוצרים איים.",0.85
"[Q] מהם הגורמים להיווצרות איים? [T] איים נוצרים מפעילות געשית, שקיעת סלעים, עליית פני הים או הפרדות יבשה כתוצאה מתנועת לוחות. [S] איים נוצרים עקב שילוב של תהליכים טבעיים כמו התפרצות געשית ושקיעה.",0.95
"[Q] מהם הגורמים להיווצרות איים? [T] איים נוצרים מפעילות געשית, שקיעת סלעים, עליית פני הים או הפרדות יבשה כתוצאה מתנועת לוחות. [S] חלק מהאיים נוצרים ממי גשמים בלבד.",0.0
"[Q] מהם הגורמים להיווצרות איים? [T] איים נוצרים מפעילות געשית, שקיעת סלעים, עליית פני הים או הפרדות יבשה כתוצאה מתנועת לוחות. [S] איים נוצרים רק במקומות יבשים ולא ליד מים.",0.0
[Q] מהם הגורמים להיווצרות עננים [T] עננים נוצרים כאשר אדי מים מתקררים ומתעבים לטיפות זעירות באטמוספרה [S] אדי מים מתקררים ויוצרים עננים,1.0
[Q] מהם הגורמים להיווצרות עננים [T] עננים נוצרים כאשר אדי מים מתקררים ומתעבים לטיפות זעירות באטמוספרה [S] מים באוויר מתעבים,0.95
[Q] מהם הגורמים להיווצרות עננים [T] עננים נוצרים כאשר אדי מים מתקררים ומתעבים לטיפות זעירות באטמוספרה [S] אוויר לח מתקרר,0.9
[Q] מהם הגורמים להיווצרות עננים [T] עננים נוצרים כאשר אדי מים מתקררים ומתעבים לטיפות זעירות באטמוספרה [S] התקררות של אדי מים,0.95
[Q] מהם הגורמים להיווצרות עננים [T] עננים נוצרים כאשר אדי מים מתקררים ומתעבים לטיפות זעירות באטמוספרה [S] לחות באוויר הופכת לטיפות,0.95
[Q] מהם הגורמים להיווצרות עננים [T] עננים נוצרים כאשר אדי מים מתקררים ומתעבים לטיפות זעירות באטמוספרה [S] מים עולים ומתקררים,0.9
[Q] מהם הגורמים להיווצרות עננים [T] עננים נוצרים כאשר אדי מים מתקררים ומתעבים לטיפות זעירות באטמוספרה [S] אדי מים הופכים לענן,1.0
[Q] מהם הגורמים להיווצרות עננים [T] עננים נוצרים כאשר אדי מים מתקררים ומתעבים לטיפות זעירות באטמוספרה [S] התאדות ואז התעבות,0.95
[Q] מהם הגורמים להיווצרות עננים [T] עננים נוצרים כאשר אדי מים מתקררים ומתעבים לטיפות זעירות באטמוספרה [S] אוויר קר יוצר עננים,0.85
[Q] מהם הגורמים להיווצרות עננים [T] עננים נוצרים כאשר אדי מים מתקררים ומתעבים לטיפות זעירות באטמוספרה [S] טיפות מים מצטברות בשמיים,0.9
[Q] מהם הגורמים להיווצרות עננים [T] עננים נוצרים כאשר אדי מים מתקררים ומתעבים לטיפות זעירות באטמוספרה [S] עננים נוצרים מלחות,0.85
[Q] מהם הגורמים להיווצרות עננים [T] עננים נוצרים כאשר אדי מים מתקררים ומתעבים לטיפות זעירות באטמוספרה [S] אדי מים באטמוספרה,0.8
[Q] מהם הגורמים להיווצרות עננים [T] עננים נוצרים כאשר אדי מים מתקררים ומתעבים לטיפות זעירות באטמוספרה [S] מים באוויר הופכים לטיפות קטנות,0.95
[Q] מהם הגורמים להיווצרות עננים [T] עננים נוצרים כאשר אדי מים מתקררים ומתעבים לטיפות זעירות באטמוספרה [S] התעבות אדי מים באוויר,1.0
[Q] מהם הגורמים להיווצרות עננים [T] עננים נוצרים כאשר אדי מים מתקררים ומתעבים לטיפות זעירות באטמוספרה [S] לחות גבוהה יוצרת עננים,0.85
[Q] מהם הגורמים להיווצרות עננים [T] עננים נוצרים כאשר אדי מים מתקררים ומתעבים לטיפות זעירות באטמוספרה [S] מים עולים לשמיים ומתקררים,0.9
[Q] מהם הגורמים להיווצרות עננים [T] עננים נוצרים כאשר אדי מים מתקררים ומתעבים לטיפות זעירות באטמוספרה [S] האוויר נעשה קר והלחות מתעבה,0.95
[Q] מהם הגורמים להיווצרות עננים [T] עננים נוצרים כאשר אדי מים מתקררים ומתעבים לטיפות זעירות באטמוספרה [S] טיפות מים זעירות יוצרות ענן,0.95
[Q] מהם הגורמים להיווצרות עננים [T] עננים נוצרים כאשר אדי מים מתקררים ומתעבים לטיפות זעירות באטמוספרה [S] מחזור המים יוצר עננים,0.85
[Q] מהם הגורמים להיווצרות עננים [T] עננים נוצרים כאשר אדי מים מתקררים ומתעבים לטיפות זעירות באטמוספרה [S] עננים נוצרים מסלעים,0.0
"[Q] מהי חשיבותה של אדמת ביצה? [T] אדמת ביצה פורייה מאוד, מספקת בית גידול למגוון צמחים ובעלי חיים ומסייעת בשמירה על מים. [S] אדמת ביצה חשובה מכיוון שהיא מאוד פורייה ומספקת מקום מגורים למגוון בעלי חיים וצמחים, וגם מסייעת בשמירת מי התהום והקרקע לחקלאות.",1.0
"[Q] מהי חשיבותה של אדמת ביצה? [T] אדמת ביצה פורייה מאוד, מספקת בית גידול למגוון צמחים ובעלי חיים ומסייעת בשמירה על מים. [S] הקרקע בביצה עוזרת לצמחים לגדול היטב, ומספקת מקום לחיות להתגורר בו.",0.95
"[Q] מהי חשיבותה של אדמת ביצה? [T] אדמת ביצה פורייה מאוד, מספקת בית גידול למגוון צמחים ובעלי חיים ומסייעת בשמירה על מים. [S] אדמת ביצה היא קרקע לחה שמסייעת בהשקיה טבעית ומגינה על הצמחים.",0.9
"[Q] מהי חשיבותה של אדמת ביצה? [T] אדמת ביצה פורייה מאוד, מספקת בית גידול למגוון צמחים ובעלי חיים ומסייעת בשמירה על מים. [S] ביצה עוזרת למים להישמר ומאפשרת חיים למגוון בעלי חיים.",0.9
"[Q] מהי חשיבותה של אדמת ביצה? [T] אדמת ביצה פורייה מאוד, מספקת בית גידול למגוון צמחים ובעלי חיים ומסייעת בשמירה על מים. [S] האדמה עוזרת גם לחקלאים וגם לטבע לשמור על המערכת האקולוגית.",0.95
"[Q] מהי חשיבותה של אדמת ביצה? [T] אדמת ביצה פורייה מאוד, מספקת בית גידול למגוון צמחים ובעלי חיים ומסייעת בשמירה על מים. [S] ביצות עוזרות במניעת הצפות על ידי ספיגת מים.",0.85
"[Q] מהי חשיבותה של אדמת ביצה? [T] אדמת ביצה פורייה מאוד, מספקת בית גידול למגוון צמחים ובעלי חיים ומסייעת בשמירה על מים. [S] אדמת ביצה מספקת מקום לצמחים גדולים ולחיות שמזון שלהם תלוי בקרקע.",0.9
"[Q] מהי חשיבותה של אדמת ביצה? [T] אדמת ביצה פורייה מאוד, מספקת בית גידול למגוון צמחים ובעלי חיים ומסייעת בשמירה על מים. [S] אדמת ביצה עוזרת בטיוב מי נחל ובשמירת המים.",0.9
"[Q] מהי חשיבותה של אדמת ביצה? [T] אדמת ביצה פורייה מאוד, מספקת בית גידול למגוון צמחים ובעלי חיים ומסייעת בשמירה על מים. [S] ביצות הן מקום לחיות להתרבות ולגדול.",0.95
"[Q] מהי חשיבותה של אדמת ביצה? [T] אדמת ביצה פורייה מאוד, מספקת בית גידול למגוון צמחים ובעלי חיים ומסייעת בשמירה על מים. [S] אדמת ביצה היא אדמה רגילה שאפשר לגדל בה ירקות.",0.7
"[Q] מהי חשיבותה של אדמת ביצה? [T] אדמת ביצה פורייה מאוד, מספקת בית גידול למגוון צמחים ובעלי חיים ומסייעת בשמירה על מים. [S] אדמת ביצה מספקת מקום רק לדגים, לא לצמחים.",0.4
"[Q] מהי חשיבותה של אדמת ביצה? [T] אדמת ביצה פורייה מאוד, מספקת בית גידול למגוון צמחים ובעלי חיים ומסייעת בשמירה על מים. [S] אין יתרון לקרקע ביצה בהשוואה לקרקע רגילה.",0.0
"[Q] מהי חשיבותה של אדמת ביצה? [T] אדמת ביצה פורייה מאוד, מספקת בית גידול למגוון צמחים ובעלי חיים ומסייעת בשמירה על מים. [S] ביצות הן רק מקומות רטובים ולא תורמות לכלום.",0.0
"[Q] מהי חשיבותה של אדמת ביצה? [T] אדמת ביצה פורייה מאוד, מספקת בית גידול למגוון צמחים ובעלי חיים ומסייעת בשמירה על מים. [S] האדמה מסייעת רק לצמחים אך לא לבעלי חיים.",0.5
"[Q] מהי חשיבותה של אדמת ביצה? [T] אדמת ביצה פורייה מאוד, מספקת בית גידול למגוון צמחים ובעלי חיים ומסייעת בשמירה על מים. [S] הקרקע בביצה משמשת רק למים ולא לצמחים.",0.5
"[Q] מהי חשיבותה של אדמת ביצה? [T] אדמת ביצה פורייה מאוד, מספקת בית גידול למגוון צמחים ובעלי חיים ומסייעת בשמירה על מים. [S] ביצות הן מקומות טבעיים שמספקים חיים למגוון צמחים ובעלי חיים ומסייעות לשמירת מים בסביבה.",1.0
"[Q] מהי חשיבותה של אדמת ביצה? [T] אדמת ביצה פורייה מאוד, מספקת בית גידול למגוון צמחים ובעלי חיים ומסייעת בשמירה על מים. [S] ביצות מספקות מזון ומים למגוון בעלי חיים וצמחים, ושומרות על איזון המים בקרקע.",1.0
"[Q] מהי חשיבותה של אדמת ביצה? [T] אדמת ביצה פורייה מאוד, מספקת בית גידול למגוון צמחים ובעלי חיים ומסייעת בשמירה על מים. [S] ביצות מספקות קרקע לחקלאות בלבד.",0.6
"[Q] מהי חשיבותה של אדמת ביצה? [T] אדמת ביצה פורייה מאוד, מספקת בית גידול למגוון צמחים ובעלי חיים ומסייעת בשמירה על מים. [S] האדמה לא חשובה כלל למערכת האקולוגית.",0.0
[Q] איך נוצרת רוח [T] רוח נוצרת כתוצאה מהבדלי לחץ אוויר הגורמים לתנועת אוויר מאזור לאזור [S] הבדלי לחץ אוויר יוצרים רוח,1.0
[Q] איך נוצרת רוח [T] רוח נוצרת כתוצאה מהבדלי לחץ אוויר הגורמים לתנועת אוויר מאזור לאזור [S] אוויר נע ממקום למקום,0.95
[Q] איך נוצרת רוח [T] רוח נוצרת כתוצאה מהבדלי לחץ אוויר הגורמים לתנועת אוויר מאזור לאזור [S] לחץ אוויר שונה גורם לרוח,1.0
[Q] איך נוצרת רוח [T] רוח נוצרת כתוצאה מהבדלי לחץ אוויר הגורמים לתנועת אוויר מאזור לאזור [S] אוויר זז בגלל שינויי לחץ,0.95
[Q] איך נוצרת רוח [T] רוח נוצרת כתוצאה מהבדלי לחץ אוויר הגורמים לתנועת אוויר מאזור לאזור [S] תנועת אוויר יוצרת רוח,0.9
[Q] איך נוצרת רוח [T] רוח נוצרת כתוצאה מהבדלי לחץ אוויר הגורמים לתנועת אוויר מאזור לאזור [S] אוויר עובר בין אזורים,0.85
[Q] איך נוצרת רוח [T] רוח נוצרת כתוצאה מהבדלי לחץ אוויר הגורמים לתנועת אוויר מאזור לאזור [S] כאשר לחץ האוויר משתנה,0.9
[Q] איך נוצרת רוח [T] רוח נוצרת כתוצאה מהבדלי לחץ אוויר הגורמים לתנועת אוויר מאזור לאזור [S] האוויר נע בגלל הפרשי לחץ,1.0
[Q] איך נוצרת רוח [T] רוח נוצרת כתוצאה מהבדלי לחץ אוויר הגורמים לתנועת אוויר מאזור לאזור [S] שינוי בלחץ יוצר זרימת אוויר,0.95
[Q] איך נוצרת רוח [T] רוח נוצרת כתוצאה מהבדלי לחץ אוויר הגורמים לתנועת אוויר מאזור לאזור [S] הבדלי טמפרטורה ולחץ,0.9
[Q] איך נוצרת רוח [T] רוח נוצרת כתוצאה מהבדלי לחץ אוויר הגורמים לתנועת אוויר מאזור לאזור [S] אוויר זורם מאזורים שונים,0.85
[Q] איך נוצרת רוח [T] רוח נוצרת כתוצאה מהבדלי לחץ אוויר הגורמים לתנועת אוויר מאזור לאזור [S] תנועת מסות אוויר,0.85
[Q] איך נוצרת רוח [T] רוח נוצרת כתוצאה מהבדלי לחץ אוויר הגורמים לתנועת אוויר מאזור לאזור [S] האוויר עובר מלחץ גבוה לנמוך,1.0
[Q] איך נוצרת רוח [T] רוח נוצרת כתוצאה מהבדלי לחץ אוויר הגורמים לתנועת אוויר מאזור לאזור [S] לחץ גבוה ונמוך יוצרים רוח,1.0
[Q] איך נוצרת רוח [T] רוח נוצרת כתוצאה מהבדלי לחץ אוויר הגורמים לתנועת אוויר מאזור לאזור [S] שינויים באטמוספרה,0.8
[Q] איך נוצרת רוח [T] רוח נוצרת כתוצאה מהבדלי לחץ אוויר הגורמים לתנועת אוויר מאזור לאזור [S] אוויר נע בגלל כוחות טבעיים,0.8
[Q] איך נוצרת רוח [T] רוח נוצרת כתוצאה מהבדלי לחץ אוויר הגורמים לתנועת אוויר מאזור לאזור [S] הפרשי לחץ באוויר,0.95
[Q] איך נוצרת רוח [T] רוח נוצרת כתוצאה מהבדלי לחץ אוויר הגורמים לתנועת אוויר מאזור לאזור [S] זרימת אוויר בין אזורים,0.9
[Q] איך נוצרת רוח [T] רוח נוצרת כתוצאה מהבדלי לחץ אוויר הגורמים לתנועת אוויר מאזור לאזור [S] האוויר משנה מקום,0.75
[Q] איך נוצרת רוח [T] רוח נוצרת כתוצאה מהבדלי לחץ אוויר הגורמים לתנועת אוויר מאזור לאזור [S] רוח נוצרת מסלעים,0.0
"[Q] מהם הגורמים להיווצרות נהרות? [T] נהרות נוצרים ממקורות מים כמו גשמים, קרחונים ונחלים שמתחברים לזרימה מרכזית. [S] נהרות נוצרים בעיקר מגשמים שמצטברים וזורמים יחד, וגם ממי נגר וקרחונים שנמסים, והמים מתרכזים לערוץ זורם.",1.0
"[Q] מהם הגורמים להיווצרות נהרות? [T] נהרות נוצרים ממקורות מים כמו גשמים, קרחונים ונחלים שמתחברים לזרימה מרכזית. [S] גשמים יוצרים נחל והנחל מתמזג עם מים אחרים ויוצר נהר.",0.95
"[Q] מהם הגורמים להיווצרות נהרות? [T] נהרות נוצרים ממקורות מים כמו גשמים, קרחונים ונחלים שמתחברים לזרימה מרכזית. [S] נהרות נוצרים רק מקרחונים שנמסים.",0.5
"[Q] מהם הגורמים להיווצרות נהרות? [T] נהרות נוצרים ממקורות מים כמו גשמים, קרחונים ונחלים שמתחברים לזרימה מרכזית. [S] נהרות נוצרים משום שהאדמה תמיד רטובה.",0.0
"[Q] מהם הגורמים להיווצרות נהרות? [T] נהרות נוצרים ממקורות מים כמו גשמים, קרחונים ונחלים שמתחברים לזרימה מרכזית. [S] גשם הוא הגורם היחיד לנהרות.",0.4
"[Q] מהם הגורמים להיווצרות נהרות? [T] נהרות נוצרים ממקורות מים כמו גשמים, קרחונים ונחלים שמתחברים לזרימה מרכזית. [S] נהרות נוצרים בגלל חפירה טבעית באדמה.",0.3
"[Q] מהם הגורמים להיווצרות נהרות? [T] נהרות נוצרים ממקורות מים כמו גשמים, קרחונים ונחלים שמתחברים לזרימה מרכזית. [S] נהרות נוצרים משילוב של גשמים, נגר, ואפילו התכה של קרחונים.",1.0
"[Q] מהם הגורמים להיווצרות נהרות? [T] נהרות נוצרים ממקורות מים כמו גשמים, קרחונים ונחלים שמתחברים לזרימה מרכזית. [S] נהרות נוצרים כשמים מהגבעות זורמים למקום נמוך.",0.9
"[Q] מהם הגורמים להיווצרות נהרות? [T] נהרות נוצרים ממקורות מים כמו גשמים, קרחונים ונחלים שמתחברים לזרימה מרכזית. [S] נהרות נוצרים רק ממים טבעיים, לא מגשמים.",0.5
"[Q] מהם הגורמים להיווצרות נהרות? [T] נהרות נוצרים ממקורות מים כמו גשמים, קרחונים ונחלים שמתחברים לזרימה מרכזית. [S] נהרות נוצרים אם יש הרבה גבעות והרבה קרח.",0.6
"[Q] מהם הגורמים להיווצרות נהרות? [T] נהרות נוצרים ממקורות מים כמו גשמים, קרחונים ונחלים שמתחברים לזרימה מרכזית. [S] נהרות נוצרים גם מאגמים שמתמלאים ומתחילים לזרום.",0.9
"[Q] מהם הגורמים להיווצרות נהרות? [T] נהרות נוצרים ממקורות מים כמו גשמים, קרחונים ונחלים שמתחברים לזרימה מרכזית. [S] נהרות נוצרים רק במקומות גבוהים ולא במישורים.",0.3
"[Q] מהם הגורמים להיווצרות נהרות? [T] נהרות נוצרים ממקורות מים כמו גשמים, קרחונים ונחלים שמתחברים לזרימה מרכזית. [S] נהרות נוצרים ממי גשמים שמתחברים עם נחלים ויוצרים זרימה רציפה עד הים.",1.0
"[Q] מהם הגורמים להיווצרות נהרות? [T] נהרות נוצרים ממקורות מים כמו גשמים, קרחונים ונחלים שמתחברים לזרימה מרכזית. [S] המים מהגשמים נסחפים באדמה ונשארים בנהר.",0.8
"[Q] מהם הגורמים להיווצרות נהרות? [T] נהרות נוצרים ממקורות מים כמו גשמים, קרחונים ונחלים שמתחברים לזרימה מרכזית. [S] נהרות נוצרים משילוב של נגר, אגמים ונחלים שמתחברים.",1.0
"[Q] מהם הגורמים להיווצרות נהרות? [T] נהרות נוצרים ממקורות מים כמו גשמים, קרחונים ונחלים שמתחברים לזרימה מרכזית. [S] נהרות נוצרים רק מקרחונים בגובה.",0.5
"[Q] מהם הגורמים להיווצרות נהרות? [T] נהרות נוצרים ממקורות מים כמו גשמים, קרחונים ונחלים שמתחברים לזרימה מרכזית. [S] נהרות נוצרים גם ממקורות מלאכותיים כמו אגמים ומקווי מים.",0.8
"[Q] מהם הגורמים להיווצרות נהרות? [T] נהרות נוצרים ממקורות מים כמו גשמים, קרחונים ונחלים שמתחברים לזרימה מרכזית. [S] נהרות נוצרים כאשר מים זורמים מעל סלעים לאורך זמן.",0.9
